# Sample number;Sensor position;AccX;AccY;AccZ;GyroX;GyroY;GyroZ;MagX;MagY;MagZ;Sensor position;AccX;AccY;AccZ;GyroX;GyroY;GyroZ;MagX;MagY;MagZ;Sensor position;AccX;AccY;AccZ;GyroX;GyroY;GyroZ;MagX;MagY;MagZ;Init algo done;Pause;
2116;0;16.555298;-3.412973;-1.325647;146.379197;290.552741;-41.642448;0.765810;-0.531436;-0.531783;1;-1.304812;-0.119825;10.386268;-11.058976;-5.293684;-4.398001;0.417999;0.297676;-1.366778;6;10.317968;0.918538;-3.215050;20.605337;18.593824;-45.775158;-0.608132;0.046336;0.340387;1;0;
2117;0;11.916511;-16.578486;-4.938024;68.160650;139.389757;46.133206;0.776915;-0.508139;-0.472000;1;-0.847654;1.005876;10.340248;-3.055014;-4.865908;-2.691774;0.366541;0.329089;-1.382032;6;10.335555;0.457638;-2.318425;14.497177;12.860364;-43.648163;-0.649998;0.047376;0.309120;1;0;
2118;0;14.493765;-5.429995;10.219157;-27.820728;42.081677;61.107338;0.819677;-0.540333;-0.452140;1;-1.082404;1.456809;10.165873;-8.207489;-4.666115;-5.745889;0.365360;0.324801;-1.324633;6;9.349888;0.463889;-1.378622;7.718539;7.703279;-35.349651;-0.663626;0.062538;0.323741;1;0;
2119;0;17.628977;-3.309591;9.663944;-10.608186;-12.877726;60.502108;0.805171;-0.526187;-0.455207;1;-0.563692;0.498172;10.119308;-3.942462;-4.260337;-3.241369;0.379221;0.328092;-1.367958;6;9.348382;0.637870;-1.437787;1.451333;2.510702;-29.343967;-0.650624;-0.001202;0.311632;1;0;
2120;0;15.669715;-2.174351;6.107133;12.178076;-34.923845;37.850687;0.763952;-0.549077;-0.461403;1;-0.734078;0.554921;10.229007;-4.557972;-3.969369;-2.036682;0.392417;0.313918;-1.381579;6;9.644253;-0.176116;-1.495653;-4.702510;-2.258396;-25.784974;-0.650903;-0.016568;0.296941;1;0;
2121;0;13.576156;-2.939182;1.459923;-8.668636;-61.528921;16.934311;0.764324;-0.545549;-0.475479;1;-0.840855;0.611799;10.623114;-3.136396;-4.035083;-3.300137;0.367206;0.346553;-1.411735;6;9.576008;-0.468587;-2.037152;-10.795267;-5.690720;-24.279810;-0.636436;0.014369;0.326393;1;0;
2122;0;12.838281;-2.592546;1.788015;-45.780868;-101.855872;6.082260;0.778430;-0.528624;-0.493320;1;-0.975974;0.949239;9.714747;-0.540374;-3.968875;-3.698152;0.391902;0.327095;-1.353884;6;9.567475;-0.586717;-2.516901;-12.949936;-7.323028;-26.892088;-0.636787;-0.000171;0.296174;1;0;
2123;0;12.405275;-1.782484;3.090106;-70.467339;-136.848078;-1.529988;0.721576;-0.530654;-0.477847;1;-1.534920;1.063642;10.495708;-5.697412;-3.649771;-1.541173;0.391457;0.295382;-1.337527;6;9.917595;-0.297888;-2.688783;-15.083311;-7.132966;-28.260296;-0.623158;-0.015333;0.281553;1;0;
2124;0;10.613296;-0.336193;5.164071;-84.101180;-163.000182;-3.479628;0.780302;-0.528282;-0.546208;1;-0.626524;0.723413;9.891730;-5.504650;-3.351301;-4.620841;0.352529;0.295157;-1.336699;6;9.622919;-0.471441;-2.695027;-16.347924;-6.267172;-29.604303;-0.622528;0.014573;0.326463;1;0;
2125;0;8.737961;0.242726;5.868830;-87.812476;-184.334331;-0.625935;0.737183;-0.516915;-0.534500;1;-0.153696;0.610364;10.467702;-0.714787;-3.141042;-4.029168;0.392047;0.297526;-1.366226;6;9.145558;-0.587749;-3.003859;-18.342889;-5.639590;-28.866736;-0.609317;-0.032974;0.313516;1;0;
2126;0;7.782161;0.649382;6.761239;-87.419381;-204.630426;7.139518;0.681401;-0.456462;-0.613731;1;-0.445366;0.723421;10.291834;-3.493305;-3.223360;-6.220994;0.392122;0.312847;-1.367230;6;8.924359;-0.351444;-2.168576;-19.763687;-4.522069;-30.944702;-0.650695;-0.000375;0.296104;1;0;
2127;0;5.229670;1.403294;7.965037;-85.149163;-222.740602;20.791674;0.694764;-0.446594;-0.603420;1;-0.174008;1.116579;9.561896;-3.094939;-3.235172;-3.631257;0.365800;0.296304;-1.351325;6;7.862764;-0.174538;-2.127735;-21.827862;-3.383530;-32.317641;-0.678302;0.015409;0.295126;1;0;
2128;0;4.262445;2.209628;8.290604;-82.636780;-238.894402;38.245129;0.653488;-0.400287;-0.679584;1;-1.195333;1.569780;10.276829;-1.583646;-3.429618;-3.786113;0.378701;0.281059;-1.350597;6;7.937477;0.177492;-1.226548;-23.152643;-3.138315;-26.905667;-0.608971;0.000237;0.296314;1;0;
2129;0;2.916052;2.388978;9.685932;-76.457797;-252.859158;56.702800;0.624862;-0.385767;-0.682301;1;-3.732869;3.377052;10.168515;0.053489;-1.102089;-4.871454;0.379812;0.330236;-1.396657;6;8.048771;0.233814;-1.583541;-23.376918;-4.889353;-20.326722;-0.650970;-0.034413;0.328834;1;0;
2130;0;2.238564;3.023504;10.186902;-65.639070;-264.858633;74.625213;0.556545;-0.431921;-0.695044;1;-0.454498;0.441389;9.838480;-3.192844;-3.607152;-3.203444;0.392122;0.312847;-1.367230;6;8.358003;-0.170426;-0.860887;-23.478612;-6.610832;-19.523631;-0.637897;-0.098979;0.332252;1;0;
2131;0;1.796532;2.452798;10.971525;-52.395925;-273.409545;87.874381;0.516413;-0.409628;-0.778452;1;-0.228832;0.947790;9.673824;-0.903042;-3.473469;-5.142426;0.353200;0.372831;-1.356067;6;8.424567;-0.575610;-0.502076;-22.915090;-8.149805;-21.351801;-0.623017;-0.016986;0.312609;1;0;
2132;0;2.132880;3.140400;10.639983;-42.226179;-278.351678;93.680633;0.487014;-0.367566;-0.788001;1;2.024334;0.493227;10.060429;1.319296;-1.004489;-3.266418;0.365725;0.280984;-1.350321;6;8.722949;-0.575544;-0.316853;-21.862199;-9.586402;-24.037803;-0.636925;-0.017190;0.312539;1;0;
2133;0;2.419935;3.599966;10.704334;-41.409082;-281.576041;96.139308;0.430932;-0.397138;-0.765696;1;-0.565763;0.948769;10.063047;1.905870;-3.507786;-3.814911;0.392568;0.344559;-1.383587;6;8.082554;-1.036936;0.088413;-19.449742;-10.806517;-26.485253;-0.651459;-0.065972;0.314980;1;0;
2134;0;2.707486;3.370234;10.765789;-44.148822;-285.446591;91.731996;0.388499;-0.309517;-0.852108;1;0.477082;-0.010600;10.310560;3.766394;-3.018850;-4.640904;0.326872;0.296079;-1.350498;6;7.777725;-0.631706;-0.394614;-17.144178;-10.288627;-28.451667;-0.637689;-0.082786;0.331415;1;0;
2135;0;3.071879;3.776660;11.854368;-47.811531;-291.542113;82.356098;0.332431;-0.356389;-0.812311;1;-0.454798;1.230064;9.895783;1.314367;-3.796457;-3.016732;0.353119;0.297301;-1.365399;6;7.957784;-0.980073;-0.272982;-16.093036;-8.831159;-30.020770;-0.609526;-0.049167;0.314353;1;0;
2136;0;3.718297;3.894706;12.719895;-50.241794;-298.125176;67.634249;0.249165;-0.305429;-0.901504;1;-0.579815;1.342561;9.440344;0.871940;-4.769963;-5.061406;0.339923;0.311475;-1.351777;6;8.018887;-0.456782;-0.089936;-12.724064;-7.034252;-31.080427;-0.637200;-0.051227;0.345269;1;0;
2137;0;3.325766;3.264828;13.107418;-51.886920;-304.638760;49.813463;0.192283;-0.272861;-0.921014;1;-0.454474;1.061072;9.895641;-1.261320;-4.976979;-5.681736;0.366390;0.298448;-1.380024;6;8.303348;-1.099013;-0.746129;-11.603100;-5.312586;-31.551029;-0.637689;-0.082786;0.331415;1;0;
2138;0;3.297545;3.156259;14.584002;-59.327414;-313.120065;34.857723;0.134672;-0.264648;-0.894881;1;-2.000817;1.345967;10.259715;4.461874;-3.947313;-1.967550;0.340218;0.312546;-1.366127;6;8.008422;-0.691559;-0.689994;-10.757824;-3.812641;-31.377915;-0.609522;-0.067838;0.361774;1;0;
2139;0;1.941711;2.529257;15.464273;-72.558432;-321.700105;28.900090;0.077404;-0.218308;-0.917808;1;-1.038914;1.230810;9.487217;0.607451;-5.922834;-2.760993;0.379517;0.329164;-1.382307;6;8.409160;-0.579071;-1.340772;-10.828542;-1.308459;-31.022944;-0.651596;-0.082990;0.331345;1;0;
2140;0;0.441784;2.138176;17.763497;-86.246763;-327.399830;34.672766;0.021308;-0.230581;-0.912995;1;-0.386484;0.667030;10.349635;2.596747;-4.975756;-3.058254;0.378411;0.340197;-1.325912;6;8.171705;-0.927482;-1.466471;-10.746113;0.918801;-30.453318;-0.637338;-0.068246;0.361634;1;0;
2141;0;-1.202524;2.385109;21.483361;-91.796712;-331.375833;41.032353;-0.050424;-0.221994;-0.886513;1;-1.259505;1.231620;9.935498;1.605999;-5.142635;-2.906571;0.378851;0.311700;-1.352604;6;8.230296;-1.218244;-1.526514;-11.772346;2.642886;-28.930047;-0.651876;-0.098356;0.316654;1;0;
2142;0;-1.380979;1.764274;24.034642;-81.878231;-338.369665;40.307792;-0.134819;-0.164320;-0.950969;1;-1.548325;1.119451;9.872719;1.867441;-6.399634;-2.425613;0.366246;0.328017;-1.367682;6;8.104446;-0.696773;-1.885931;-13.359699;3.072643;-26.665200;-0.623848;-0.100427;0.363378;1;0;
2143;0;-1.369145;2.341343;24.662439;-69.510516;-349.992348;30.793219;-0.177909;-0.187552;-0.904278;1;-0.892830;0.217783;10.848132;3.759505;-8.243759;-2.781534;0.405393;0.313994;-1.381855;6;8.114039;-1.508107;-1.470044;-15.002932;3.615397;-23.514495;-0.666063;-0.113927;0.301893;1;0;
2144;0;-4.512354;2.677133;21.988516;-74.296464;-358.108735;19.881814;-0.221028;-0.176186;-0.892570;1;-0.827796;0.105299;11.189083;4.823144;-12.033336;-2.664218;0.339773;0.280834;-1.349770;6;7.803978;-1.220266;-2.253100;-17.655655;3.239009;-17.605428;-0.638106;-0.115171;0.333089;1;0;
2145;0;-10.072176;1.932965;21.536252;-119.914448;-351.265210;27.422010;-0.264147;-0.164819;-0.880863;1;-1.007722;0.725021;10.902780;3.706366;-19.540496;-1.013390;0.339703;0.325723;-1.338431;6;7.692237;-2.032071;-2.019134;-19.630742;2.524789;-11.330202;-0.624407;-0.131159;0.333997;1;0;
2146;0;-14.597146;2.350434;24.291517;-149.790303;-330.028159;39.595986;-0.363763;-0.134655;-0.885250;1;-0.440076;1.117972;10.575364;2.592368;-24.409989;0.540359;0.326947;0.311400;-1.351501;6;7.817007;-2.088934;-1.657739;-21.752593;2.168584;-4.230672;-0.624753;-0.164371;0.351199;1;0;
2147;0;-19.176351;3.847712;24.322418;-150.338389;-295.935547;48.030389;-0.380527;-0.107081;-0.838844;1;-0.268181;0.272596;10.465000;1.043586;-31.576685;5.492872;0.327763;0.359505;-1.383212;6;7.348179;-2.087112;-1.486822;-22.579885;2.500732;1.822131;-0.610357;-0.132608;0.365122;1;0;
2148;0;-22.294571;5.050674;22.959736;-138.528912;-253.379913;42.003304;-0.467908;-0.060334;-0.808184;1;-1.359998;1.795757;10.669870;-14.596676;-35.067411;2.424407;0.327242;0.312471;-1.365851;6;7.110184;-2.203219;-1.611532;-23.604795;5.436685;7.435609;-0.707575;-0.117018;0.348266;1;0;
2149;0;-23.496163;6.188271;20.099638;-106.440560;-196.749546;23.206742;-0.425146;-0.092528;-0.788324;1;-1.009901;1.231948;10.846568;-17.403388;-41.660008;6.179326;0.353270;0.327942;-1.367406;6;7.167830;-2.087449;-1.669844;-23.626020;8.157387;16.470177;-0.623985;-0.117446;0.379743;1;0;
2150;0;-24.604770;6.287012;16.100361;-77.838197;-140.449174;1.131508;-0.496535;-0.045814;-0.810902;1;-0.368220;1.231094;11.256343;-25.655449;-48.962196;9.337095;0.352899;0.311550;-1.352053;6;7.821659;-2.668953;-1.480491;-23.993918;9.835545;25.633907;-0.637618;-0.083612;0.346943;1;0;
2151;0;-26.313644;5.588300;13.563638;-58.371038;-96.218560;-8.081270;-0.527048;-0.014337;-0.778223;1;-0.827965;1.457326;11.303501;-30.525353;-55.258352;10.565395;0.301586;0.313393;-1.379649;6;8.058959;-2.727321;-1.416429;-24.175013;11.569665;29.447487;-0.610290;-0.114763;0.333230;1;0;
2152;0;-28.027299;3.796993;10.738065;-51.073759;-61.892019;-0.889431;-0.512927;-0.014711;-0.778572;1;-0.705820;0.950373;11.588690;-38.047626;-61.533829;8.123156;0.314047;0.326645;-1.352229;6;8.718871;-2.610182;-0.804761;-23.630012;14.326392;29.279504;-0.652014;-0.115375;0.333019;1;0;
2153;0;-29.339490;3.511704;10.938661;-45.746839;-29.585915;15.168140;-0.541583;0.034408;-0.816273;1;-1.024379;1.459085;12.884574;-23.990419;-69.407051;1.027337;0.262808;0.343809;-1.380829;6;8.650241;-2.263569;-1.283633;-21.051957;16.783296;29.227867;-0.652014;-0.115375;0.333019;1;0;
2154;0;-34.162841;36.613217;40.706671;-54.710838;142.459735;23.203295;-0.555660;-0.017116;-0.763449;1;-0.418748;1.344148;11.595066;-27.642796;-77.331266;0.144107;0.288836;0.359279;-1.382385;6;8.548290;-2.550218;-0.448374;-17.353921;17.765697;33.122805;-0.623639;-0.084235;0.362541;1;0;
2155;0;-27.291470;-0.247030;18.918912;208.190872;222.306033;-71.462131;-0.511055;-0.014369;-0.831460;1;-1.093817;1.346057;12.316874;-29.715492;-84.842848;0.160268;0.288540;0.358208;-1.368035;6;8.899916;-2.435370;-0.561090;-13.481438;16.253739;38.680033;-0.679341;-0.084225;0.346732;1;0;
2156;0;10.911083;23.285922;-4.960043;326.265827;288.482167;-123.904153;-0.511827;0.013173;-0.838292;1;-0.688920;0.331354;12.324483;-30.507567;-93.745241;-0.514578;0.275640;0.373453;-1.368763;6;9.365038;-2.263706;-0.910987;-11.217172;13.907204;44.522483;-0.637826;-0.099805;0.347780;1;0;
2157;0;11.571309;-4.718901;1.299765;18.101716;282.160022;-125.573742;-0.453416;-0.057180;-0.822610;1;-0.604759;0.332289;13.571763;-28.752950;-104.227103;-3.453505;0.222700;0.339296;-1.322603;6;10.955523;-0.524824;-0.813951;-14.340020;8.693033;44.803279;-0.651876;-0.098356;0.316654;1;0;
2158;0;-1.792833;10.387407;12.128590;-60.490197;277.250885;-133.591310;-0.366778;-0.110984;-0.825117;1;-1.176548;0.840531;13.786659;-26.509659;-119.667456;-2.711119;0.210314;0.341365;-1.351027;6;11.836559;0.808652;-0.851665;-10.284886;-4.252957;43.963754;-0.609731;-0.084030;0.362611;1;0;
2159;0;-11.531712;11.382339;14.614381;-19.416238;316.436868;-58.352244;-0.351928;-0.087002;-0.871110;1;-0.793667;-1.693708;15.321048;-18.654502;-133.589377;-2.935612;0.196748;0.339146;-1.322052;6;14.070676;-1.509248;1.635345;-3.748947;-20.541115;44.904480;-0.610011;-0.099397;0.347920;1;0;
2160;0;-7.828585;5.667944;22.277601;10.233796;273.800230;12.764000;-0.280583;-0.081819;-0.901008;1;-0.703485;-2.312219;16.794365;0.025025;-156.900611;-10.766610;0.170431;0.382814;-1.295812;6;15.930854;-1.448436;3.347099;-5.539018;-39.031394;43.164838;-0.595685;-0.066808;0.346316;1;0;
2161;0;-3.293768;-0.045286;16.886007;42.417706;204.953682;47.641208;-0.251584;-0.092810;-0.912367;1;-0.927417;-0.565162;17.244116;15.527319;-181.817838;-14.361824;0.132389;0.385804;-1.338034;6;15.567974;-0.984748;2.923126;3.184027;-48.565381;39.601723;-0.637480;-0.066594;0.330578;1;0;
2162;0;-0.935464;-3.676458;14.416035;161.262883;111.111477;36.759191;-0.223343;-0.093560;-0.913065;1;-1.073434;-1.239809;18.429352;30.640557;-209.919164;-11.206926;0.106582;0.356085;-1.349825;6;13.657604;-0.578592;1.751411;19.532550;-44.393583;29.158916;-0.609593;-0.067012;0.346246;1;0;
2163;0;-0.905975;-0.695089;13.122075;95.515919;40.366337;-27.038248;-0.237464;-0.093185;-0.912716;1;-2.011461;-0.335029;20.391945;41.550125;-238.547363;-11.513253;0.027690;0.321778;-1.303114;6;12.479189;-1.111814;-1.446788;33.791412;-35.764373;24.633498;-0.623225;-0.033178;0.313446;1;0;
2164;0;-2.518282;2.496418;6.909651;116.935215;48.266401;-29.302672;-0.221814;-0.131344;-0.916894;1;-2.686554;-0.952802;21.056592;70.131652;-270.318156;-0.121971;0.015084;0.338096;-1.318191;6;12.982708;-0.596279;-2.872424;38.805187;-31.055687;32.357597;-0.609314;-0.051645;0.360937;1;0;
2165;0;1.302783;-1.161545;11.912803;60.444510;27.045542;-4.978739;-0.207665;-0.166318;-0.882259;1;-1.813102;-1.742714;21.470539;96.859552;-297.136441;10.361607;-0.025765;0.300798;-1.229259;6;12.927459;0.624936;-2.508891;37.842302;-26.103431;35.180555;-0.608546;-0.004721;0.389481;1;0;
2166;0;0.368559;0.845953;11.050637;75.483223;9.151314;-38.837378;-0.164174;-0.174156;-0.908043;1;-0.399024;-2.307373;22.971708;121.412572;-318.021881;15.384154;-0.116076;0.347306;-1.244689;6;12.152316;1.670824;-2.818281;30.007822;-18.146419;28.995657;-0.567169;-0.037319;0.406894;1;0;
2167;0;-1.955308;3.413138;6.469822;61.224824;10.133708;-28.320472;-0.192801;-0.159636;-0.910760;1;0.368344;-2.139024;23.893800;142.470847;-332.148173;17.912214;-0.167841;0.257227;-1.266264;6;11.594085;1.956486;-4.264714;17.916452;-11.225379;23.962470;-0.567031;-0.020301;0.390529;1;0;
2168;0;0.911406;1.873214;9.587935;13.891037;6.621346;1.815687;-0.250784;-0.154951;-0.870552;1;2.055930;-3.045158;22.003562;160.058153;-347.842239;13.608706;-0.182293;0.251793;-1.194239;6;11.382656;2.253092;-2.890022;5.920575;-7.074860;17.750240;-0.636153;0.011064;0.388504;1;0;
2169;0;0.634291;1.530702;10.035744;16.858099;3.923098;-2.959585;-0.207665;-0.166318;-0.882259;1;-0.722593;-0.054846;21.494931;159.747401;-357.481558;16.349075;-0.273500;0.174666;-1.187291;6;10.573456;1.561532;-2.069698;-5.167659;-2.886867;8.233804;-0.566405;0.028277;0.388018;1;0;
2170;0;0.814838;1.704832;10.494633;13.704335;6.159173;1.839381;-0.163789;-0.187927;-0.904627;1;0.037167;1.805613;24.909379;186.953277;-335.323907;35.766936;-0.287657;0.170303;-1.129616;6;10.359650;0.986009;-0.938341;-14.770724;-2.800901;5.486801;-0.609034;-0.036279;0.375628;1;0;
2171;0;0.735888;2.447030;9.416448;18.476877;6.330146;-0.440996;-0.194302;-0.156449;-0.871948;1;-0.596990;0.790370;22.064456;264.956077;-312.194672;61.433311;-0.353058;0.122895;-1.110877;6;10.595870;1.392248;-0.872302;-21.004180;-4.985947;7.598192;-0.566613;0.012084;0.388855;1;0;
2172;0;0.727928;2.675107;9.019442;12.646024;5.106182;-0.597444;-0.193902;-0.187520;-0.851041;1;-2.006729;-2.029618;15.068818;260.620623;-297.592042;74.740164;-0.393248;0.042852;-1.061983;6;10.080516;0.757841;-0.106136;-23.961647;-5.373425;8.558265;-0.621898;0.044479;0.371372;1;0;
2173;0;0.801849;1.184963;9.810225;7.126816;4.400166;-0.225014;-0.179810;-0.153296;-0.886374;1;-6.213507;-5.693149;3.654400;219.290273;-272.671554;63.022169;-0.445817;0.025087;-1.031177;6;9.973893;0.586355;0.489991;-19.854138;-5.123741;9.489712;-0.581009;-0.019679;0.374931;1;0;
2174;0;1.550569;1.242831;10.052354;8.232204;4.868720;-0.435257;-0.177881;-0.222151;-0.869295;1;-23.284533;-14.577575;-15.168186;160.996422;-170.771026;24.924599;-0.472585;-0.023168;-0.998915;6;9.498847;-0.052390;0.238840;-16.811781;-4.314407;12.134030;-0.580521;0.011880;0.388785;1;0;
2175;0;-0.059242;2.793707;9.743426;9.089389;4.844081;-0.622133;-0.179410;-0.184366;-0.865466;1;-11.024843;-8.053940;-0.921251;5.352286;-70.753693;15.372859;-0.460720;-0.072270;-0.953130;6;9.313245;-0.634970;-0.306096;-15.216836;-4.413744;16.377451;-0.567377;-0.053512;0.407731;1;0;
2176;0;0.801186;2.104028;9.814086;10.534240;5.589051;-0.675521;-0.194273;-0.191048;-0.836965;1;-15.684769;-6.291621;7.361332;-44.527752;50.762446;8.309696;-0.435579;-0.060015;-0.911636;6;8.837275;-0.402327;-0.493631;-12.175419;-5.996521;16.679658;-0.622245;0.011268;0.388574;1;0;
2177;0;-0.060106;2.448816;9.685125;9.516727;5.132748;-1.508047;-0.150011;-0.226428;-0.855917;1;-12.395458;-5.224722;10.601750;-20.606598;90.844660;13.567796;-0.460940;-0.058021;-0.939784;6;8.657080;0.004116;-0.615015;-7.305577;-5.541307;15.742840;-0.552847;0.013941;0.357869;1;0;
2178;0;0.510910;3.022576;9.641820;8.119662;5.903274;0.440583;-0.165289;-0.184741;-0.865815;1;-8.478326;-5.856360;5.361729;5.245871;95.121442;9.530917;-0.434693;-0.056799;-0.954685;6;9.371451;-0.286649;-0.303512;-2.035543;-3.806960;18.435940;-0.580659;-0.005139;0.405150;1;0;
2179;0;1.260335;2.103938;9.879847;7.639720;6.935064;1.409434;-0.178624;-0.229207;-0.841143;1;-5.927395;-6.935486;0.771991;-21.071363;102.496602;-16.682226;-0.447744;-0.072195;-0.953406;6;10.080880;-0.346098;-0.230647;1.704333;-1.230471;21.986530;-0.608195;0.009819;0.419700;1;0;
2180;0;-1.561172;1.183285;8.968628;8.161320;6.497528;2.259515;-0.179781;-0.187894;-0.851390;1;-5.618994;-6.315536;1.798070;-68.750838;115.455310;-52.658017;-0.408961;-0.042401;-0.941891;6;10.320537;0.002807;0.014866;3.847444;0.110274;17.295513;-0.566542;0.011258;0.404383;1;0;
2181;0;0.209753;2.042900;8.836207;5.165537;6.774476;3.714006;-0.150797;-0.181587;-0.880240;1;-7.231051;-4.056771;4.653528;-93.244009;128.167211;-81.001766;-0.382124;-0.039035;-0.985491;6;10.560848;-0.403523;0.197258;5.583822;0.929649;6.678978;-0.538451;0.045704;0.371793;1;0;
2182;0;0.969940;1.643648;9.644936;3.212418;7.586363;4.499502;-0.166418;-0.178026;-0.841079;1;-7.585585;-2.195070;7.082133;-86.758259;141.262716;-93.965899;-0.343126;-0.083699;-0.997658;6;10.340905;0.239809;1.154086;6.293953;1.858488;-0.082601;-0.566405;0.028277;0.388018;1;0;
2183;0;0.396650;2.678010;9.638145;3.393911;7.155945;4.583986;-0.179024;-0.198137;-0.862050;1;-7.014612;-1.013302;6.981939;-70.167402;155.371631;-97.202608;-0.317244;-0.038660;-0.986870;6;10.519304;-0.341357;1.154915;8.434640;2.055136;-3.575409;-0.580659;-0.005139;0.405150;1;0;
2184;0;0.150106;2.272225;8.722352;0.387576;6.962404;4.160154;-0.150797;-0.181587;-0.880240;1;-6.912132;-1.352022;6.361037;-60.035585;169.743000;-97.051444;-0.290407;-0.035294;-1.030471;6;9.457438;-0.048299;1.196250;11.217447;2.702460;-3.099583;-0.594429;0.011676;0.388714;1;0;
2185;0;0.676572;2.216823;9.300663;-0.443864;6.437851;4.000686;-0.207279;-0.180089;-0.878844;1;-5.766521;-0.903723;6.159036;-60.972210;181.152655;-96.537959;-0.252144;-0.052533;-1.001595;6;9.154789;-0.107430;0.771152;13.751936;3.755712;-3.511095;-0.580380;0.010228;0.419840;1;0;
2186;0;1.715812;2.562656;9.776979;-1.481742;7.140843;3.923097;-0.152312;-0.161101;-0.858920;1;-5.133386;-0.228895;6.229543;-69.774097;188.843129;-95.297254;-0.212626;-0.050164;-1.031122;6;8.849649;-0.515760;0.164851;16.777611;4.659686;-4.107042;-0.593874;0.061080;0.370675;1;0;
2187;0;0.166068;1.758628;9.516124;-0.130086;7.732765;3.775491;-0.165646;-0.205568;-0.834248;1;-4.649140;-0.623170;7.315035;-82.176328;195.465220;-92.251552;-0.173993;-0.051011;-1.017599;6;9.254769;-0.867139;-0.308185;19.065464;4.345912;-2.555165;-0.580383;0.028899;0.372420;1;0;
2188;0;0.285813;2.219284;9.804547;0.541278;7.493890;3.432336;-0.163003;-0.232768;-0.880304;1;-4.588356;0.221870;7.543513;-94.307582;204.218829;-86.841871;-0.160797;-0.065184;-1.031221;6;8.785921;-1.330173;-0.199153;20.315043;2.639620;-2.765483;-0.567239;-0.036493;0.391366;1;0;
2189;0;0.855556;1.471406;9.641985;0.996344;6.883502;3.237102;-0.151197;-0.150517;-0.901148;1;-4.446738;0.279028;8.792050;-102.168584;213.799149;-77.875797;-0.121059;-0.077064;-1.074094;6;8.300877;-0.983356;-0.865449;20.505637;1.167029;-5.234659;-0.552288;0.044673;0.387251;1;0;
2190;0;0.227528;2.104201;9.746098;1.182805;6.751702;4.093106;-0.178666;-0.177309;-0.893618;1;-4.196549;1.237070;9.817204;-105.237403;223.992296;-64.430124;-0.056099;-0.001159;-1.066141;6;8.889377;-1.217505;-0.975247;18.334616;-0.835039;-4.636571;-0.552079;0.060866;0.386414;1;0;
2191;0;0.106379;2.045395;9.402511;-0.936877;6.098910;3.873928;-0.178252;-0.225679;-0.855219;1;-4.469655;1.125516;10.490740;-105.409536;233.805437;-48.211284;-0.030517;-0.017401;-1.051339;6;8.418889;-1.448481;-0.925132;14.320741;-2.205465;-3.637516;-0.580454;0.029725;0.356892;1;0;
2192;0;0.738488;1.930538;9.527983;0.411910;5.822715;4.386899;-0.166418;-0.178026;-0.841079;1;-3.596610;1.180610;10.962038;-111.255602;244.385787;-33.992529;0.048444;-0.027983;-1.109389;6;8.714955;-0.925978;-0.797591;11.710476;-2.545683;-1.212019;-0.580726;-0.022984;0.437042;1;0;
2193;0;0.726488;1.583235;8.901151;1.116919;5.575290;4.810188;-0.151183;-0.167816;-0.883656;1;-2.940793;0.109950;11.937308;-121.653463;253.922456;-23.609935;0.048224;-0.013735;-1.096043;6;8.721403;-1.331274;-0.499787;9.309040;-2.902789;-0.040235;-0.538518;0.027859;0.403686;1;0;
2194;0;0.748261;2.277359;10.041108;0.192012;5.117330;4.161398;-0.123285;-0.206692;-0.835295;1;-2.505388;0.842821;13.532296;-131.974284;262.065257;-15.368017;0.086857;-0.014582;-1.082520;6;8.067823;-1.330777;-0.751520;7.158918;-4.171529;-2.318587;-0.566613;0.012084;0.388855;1;0;
2195;0;0.399623;1.644544;9.747508;1.447736;5.125630;3.943248;-0.151526;-0.205943;-0.834597;1;-2.013673;0.336169;14.957530;-135.678266;268.027260;-7.296496;0.139282;0.032752;-1.100984;6;8.424796;-1.621473;-0.626340;5.128017;-5.835574;-4.778813;-0.580663;0.013533;0.357729;1;0;
2196;0;0.221054;1.815546;9.403772;2.524575;5.400266;4.557955;-0.151168;-0.185115;-0.866164;1;-1.373177;0.954951;15.367827;-134.155778;271.878516;1.282416;0.178429;0.018728;-1.115157;6;8.196300;-1.561126;-0.211146;4.746328;-6.528773;-5.904901;-0.566263;0.026624;0.419073;1;0;
2197;0;0.179637;1.474316;10.197154;3.001401;4.471441;2.640116;-0.152312;-0.161101;-0.858920;1;-1.063375;0.842605;16.393290;-136.725074;274.645986;8.490930;0.203571;0.030983;-1.073663;6;8.607097;-1.039635;-0.261125;4.490520;-7.474741;-6.205074;-0.552705;0.012288;0.388925;1;0;
2198;0;0.522548;0.784527;10.144086;2.796111;4.787972;4.455221;-0.178652;-0.194609;-0.876126;1;-0.469565;1.461922;17.312134;-138.661087;276.338886;17.415785;0.243610;0.080385;-1.120550;6;8.667868;-1.794758;-0.263238;4.731517;-8.363427;-5.957214;-0.566822;-0.004108;0.389692;1;0;
2199;0;0.806960;1.818027;10.097144;0.991491;5.551635;4.135488;-0.149625;-0.240199;-0.852501;1;-0.847784;1.801655;18.493388;-133.211633;275.895157;30.364165;0.294484;0.107039;-1.066261;6;8.615185;-1.676987;0.095597;5.960990;-8.786277;-6.051333;-0.566058;0.061488;0.370816;1;0;
