# Sample number;Sensor position;AccX;AccY;AccZ;GyroX;GyroY;GyroZ;MagX;MagY;MagZ;Sensor position;AccX;AccY;AccZ;GyroX;GyroY;GyroZ;MagX;MagY;MagZ;Sensor position;AccX;AccY;AccZ;GyroX;GyroY;GyroZ;MagX;MagY;MagZ;Init algo done;Pause;
587;0;5.661148;1.167406;6.608505;-23.976597;-261.772912;85.437342;0.771814;-0.225319;-0.621356;1;-0.620156;0.554658;10.174786;-2.314316;-2.638301;-4.302906;0.272219;0.090182;-1.250249;6;9.099632;-0.061716;-2.223945;-12.940472;-7.002864;-31.232569;-0.638610;-0.072045;0.129553;1;0;
588;0;4.409179;1.399773;6.982946;-18.165461;-272.492937;91.591574;0.715689;-0.202993;-0.651527;1;-0.855122;1.118252;10.000505;-1.851203;-2.490768;-2.513049;0.297731;0.118829;-1.224108;6;8.280279;-0.174494;-1.880404;-16.176233;-6.800074;-31.252376;-0.624284;-0.039456;0.127949;1;0;
589;0;3.552423;1.630643;7.080915;-17.106750;-275.361297;92.614773;0.717975;-0.251021;-0.666016;1;-0.963131;0.555400;10.280811;-0.643830;-2.262031;-2.324836;0.309966;0.086120;-1.193677;6;8.406689;-0.463414;-1.460092;-18.189523;-8.618051;-24.727976;-0.623863;-0.025742;0.173696;1;0;
590;0;2.935738;1.978644;7.752351;-19.978668;-273.552981;92.070006;0.675585;-0.215298;-0.699952;1;-1.486055;0.556180;10.043373;-0.792337;-1.803408;-2.412879;0.297876;0.089260;-1.236451;6;8.948009;-0.578556;-0.911520;-19.437986;-10.825515;-18.723638;-0.624769;-0.089686;0.161516;1;0;
591;0;2.829805;2.440189;8.206879;-22.265413;-271.504456;84.171026;0.664094;-0.224824;-0.763151;1;-0.687477;1.230400;9.777669;-2.490948;-1.907905;-3.802540;0.298391;0.076084;-1.264147;6;8.841541;-0.343262;-0.253756;-18.373628;-12.345957;-19.209169;-0.610376;-0.039252;0.128020;1;0;
592;0;3.013610;2.729926;8.836810;-22.170906;-271.114014;68.819504;0.578599;-0.195035;-0.767887;1;-0.623221;0.892546;10.061791;-0.948488;-2.014590;-3.247458;0.285345;0.120898;-1.252532;6;8.602850;-0.633844;-0.439115;-16.654539;-12.046181;-20.989187;-0.624627;-0.091338;0.192572;1;0;
593;0;3.598237;2.961931;9.474295;-25.799363;-276.659008;51.664089;0.551872;-0.214771;-0.788509;1;-0.049014;0.384399;9.960174;0.782327;-1.902858;-2.905848;0.310186;0.071871;-1.207024;6;8.193444;-0.806385;-0.267839;-14.851185;-11.233664;-25.002594;-0.624280;-0.058127;0.175370;1;0;
594;0;3.659039;2.675406;9.644761;-32.618158;-286.949311;33.764515;0.523989;-0.193194;-0.819378;1;-1.029913;0.949489;9.883457;0.875045;-1.958786;-3.553715;0.259029;0.164565;-1.226292;6;8.068944;-0.865675;-0.629728;-14.022972;-10.850068;-26.321358;-0.610581;-0.074115;0.176277;1;0;
595;0;3.510907;2.335947;10.833887;-39.097276;-296.024227;14.624506;0.483127;-0.195257;-0.857143;1;-0.449639;1.061262;10.122200;-0.799483;-2.613861;-5.102967;0.271779;0.118679;-1.223557;6;7.782802;-0.921098;-0.156223;-12.389159;-10.471152;-26.909653;-0.638748;-0.089064;0.145918;1;0;
596;0;3.810832;1.936545;11.520003;-43.563040;-302.424380;-3.498673;0.398018;-0.179238;-0.858463;1;-1.083528;0.780748;10.052025;0.624378;-2.352520;-4.790945;0.284460;0.117682;-1.209483;6;7.606003;-1.501700;-0.221903;-11.456138;-8.868756;-27.745695;-0.666701;-0.106491;0.162143;1;0;
597;0;2.414895;2.232508;13.312671;-51.325916;-306.274534;-14.487875;0.372035;-0.191918;-0.907237;1;-0.913789;1.061982;9.942610;-0.558992;-3.074934;-4.459975;0.311072;0.075087;-1.250073;6;7.952977;-0.806834;-0.511868;-11.540277;-7.767292;-27.811758;-0.596953;-0.089277;0.161657;1;0;
598;0;0.825921;1.145175;13.959145;-61.814231;-313.120266;-12.145862;0.314367;-0.114508;-0.951071;1;-0.800537;0.780019;9.831511;0.239374;-3.634305;-6.468698;0.324198;0.105803;-1.252356;6;7.830678;-0.865629;-0.753944;-12.018050;-6.184155;-27.267572;-0.624072;-0.041935;0.174533;1;0;
599;0;-0.333204;1.442662;16.154239;-77.572299;-327.150523;2.760789;0.272005;-0.113384;-0.950024;1;-0.913034;0.667668;9.942278;1.605735;-2.921815;-4.919127;0.310782;0.134225;-1.225388;6;7.716082;-0.922693;-0.576671;-12.024094;-4.151227;-25.688317;-0.652234;-0.075554;0.191594;1;0;
600;0;-1.445603;1.807723;20.737404;-78.215240;-346.756018;18.728079;0.187639;-0.090309;-0.979496;1;-0.453935;0.779420;9.895404;1.101768;-3.608364;-4.063181;0.297430;0.057548;-1.220094;6;7.834385;-1.039115;-0.574965;-12.114639;-1.233413;-23.929617;-0.624560;-0.073493;0.160679;1;0;
601;0;-0.865192;1.074602;24.041768;-56.291339;-368.275887;22.639446;0.144534;-0.096242;-0.950296;1;-0.695854;0.554055;9.323983;3.169363;-3.679935;-3.168221;0.297065;0.101365;-1.194405;6;7.948555;-1.272678;-0.813380;-12.385232;1.457049;-20.946851;-0.596461;-0.076390;0.222931;1;0;
602;0;-0.597824;1.944504;26.039700;-25.082311;-385.119352;11.482333;0.074289;-0.073541;-0.980118;1;-0.502177;0.329215;10.290293;2.022898;-3.998478;-3.573073;0.271779;0.118679;-1.223557;6;8.007031;-1.040509;-0.811291;-13.932087;2.365317;-17.614743;-0.639094;-0.122275;0.163120;1;0;
603;0;-2.530615;1.259509;26.681182;-1.237012;-390.543114;-10.755172;-0.025312;-0.060677;-0.967014;1;-0.340445;1.004479;9.841372;-0.423117;-4.572973;-4.875522;0.298466;0.091404;-1.265150;6;7.952532;-1.562317;-0.634896;-16.060606;3.729390;-14.190937;-0.610861;-0.089482;0.161587;1;0;
604;0;-6.370639;1.868487;20.585032;-0.644974;-383.080978;-27.842473;-0.068817;-0.035539;-0.958722;1;-1.022467;0.217429;10.166039;3.403528;-4.775331;-4.011276;0.323312;0.102587;-1.209307;6;8.057784;-1.274926;-1.290435;-19.304853;4.200155;-10.544812;-0.611278;-0.121867;0.163261;1;0;
605;0;-13.287274;0.944263;18.059723;-100.802477;-359.220189;-12.291230;-0.153155;-0.047063;-0.953211;1;-0.729913;0.273411;10.398689;2.880172;-4.514657;-2.683506;0.297731;0.118829;-1.224108;6;7.583414;-2.204051;-1.542822;-22.056167;4.238759;-6.348201;-0.624280;-0.058127;0.175370;1;0;
606;0;-17.427452;2.187178;25.883858;-153.689624;-327.867185;-3.165487;-0.210737;-0.073449;-0.892094;1;-1.310402;0.274299;10.160042;7.320188;-5.075957;-2.007300;0.310927;0.104656;-1.237730;6;7.226421;-2.378211;-1.729887;-24.506809;3.734152;-2.761190;-0.624698;-0.090512;0.177044;1;0;
607;0;-20.475936;3.979754;28.105334;-134.867730;-288.711874;0.912127;-0.240121;-0.048686;-0.884151;1;-1.423978;0.725253;10.271282;5.548391;-5.956745;-2.048312;0.271999;0.104431;-1.236903;6;6.991301;-2.784203;-1.736019;-27.034180;3.944463;2.656587;-0.639441;-0.155486;0.180322;1;0;
608;0;-24.075006;7.476125;25.663188;-92.250075;-252.595153;-5.432490;-0.310738;-0.029514;-0.899897;1;-0.329457;0.948575;10.351081;6.180821;-7.207636;-1.782789;0.298171;0.090332;-1.250801;6;6.508188;-2.320740;-2.282007;-28.816257;5.609913;12.558069;-0.653002;-0.122479;0.163050;1;0;
609;0;-27.354910;7.692289;21.849494;-46.571507;-211.192550;-18.631847;-0.313382;-0.002314;-0.853841;1;-0.621473;0.610941;10.118194;8.202472;-8.474584;-1.053887;0.298171;0.090332;-1.250801;6;6.871358;-2.435724;-1.796643;-31.154922;6.997120;22.555384;-0.610999;-0.106500;0.177951;1;0;
610;0;-30.751255;5.954800;17.854809;1.898634;-158.505433;-22.884437;-0.355729;-0.018489;-0.835301;1;-0.730236;0.442402;10.398831;9.890912;-9.224519;-0.320112;0.245161;0.101065;-1.193302;6;7.288603;-2.319528;-1.548818;-31.905283;8.387256;29.857526;-0.666492;-0.090298;0.161306;1;0;
611;0;-35.225122;3.818179;14.348956;41.438450;-96.331379;-11.529385;-0.412569;-0.037819;-0.802337;1;-0.647847;0.105260;11.532548;8.565395;-13.957481;-1.262251;0.258948;0.089035;-1.235624;6;7.825811;-2.086956;-1.178484;-31.977182;8.847922;38.537818;-0.638815;-0.106909;0.177811;1;0;
612;0;-36.531138;2.417775;8.975591;48.390782;-44.460096;20.727117;-0.412955;-0.024048;-0.805753;1;-1.224710;0.106290;11.463819;3.390603;-32.038700;0.958408;0.284680;0.103434;-1.222829;6;8.189947;-2.143617;-0.632966;-31.331325;8.018219;45.051508;-0.624347;-0.075972;0.207263;1;0;
613;0;-41.694810;18.177841;26.502179;65.241181;109.390850;30.016860;-0.383942;-0.052339;-0.799620;1;-1.343852;1.571052;11.405995;2.614880;-41.873360;2.617221;0.232776;0.103134;-1.221726;6;9.086889;-1.968695;0.043258;-30.179093;8.931856;45.837895;-0.638744;-0.107735;0.193339;1;0;
614;0;-39.108924;3.638258;11.828945;99.415541;188.956436;8.336539;-0.383956;-0.035039;-0.817111;1;-1.417887;1.964857;10.668803;-21.985366;-52.376375;3.849464;0.258577;0.072643;-1.220270;6;9.440446;-1.737201;0.050849;-28.385124;8.678743;47.269593;-0.666284;-0.074106;0.160469;1;0;
615;0;17.320302;20.740300;-8.028610;109.777773;286.786463;-60.188715;-0.354586;-0.042503;-0.842546;1;-1.026689;1.402660;12.771247;-36.878420;-63.882163;13.033353;0.246192;0.074712;-1.248694;6;10.381578;-0.868468;0.012258;-28.185394;6.598710;47.339949;-0.638259;-0.057505;0.159772;1;0;
616;0;22.522722;-10.028949;10.867419;-126.206112;282.136382;4.398962;-0.325588;-0.053495;-0.853904;1;-1.719461;1.178536;12.643272;-42.706755;-77.578551;13.447447;0.232776;0.103134;-1.221726;6;12.623638;2.205913;0.426619;-29.208958;-3.525104;43.967698;-0.666630;-0.107317;0.177671;1;0;
617;0;-3.244423;5.653007;19.638845;-11.705642;271.513524;-51.742912;-0.269120;-0.037694;-0.872793;1;-0.505892;2.756196;15.727316;-52.915833;-88.726907;9.598147;0.206309;0.116160;-1.193479;6;14.001202;1.568175;1.467627;-21.522281;-16.600537;42.198443;-0.638535;-0.091542;0.192502;1;0;
618;0;-5.509953;8.897345;12.220499;-29.205673;263.837495;-23.688598;-0.253113;-0.055026;-0.908538;1;-2.356690;-1.294432;17.609754;-26.174843;-119.804017;0.062314;0.207414;0.105127;-1.249874;6;15.389555;-0.868438;2.860412;-25.405044;-24.947993;37.727615;-0.652588;-0.071423;0.113955;1;0;
619;0;-1.868927;-2.448210;19.404132;6.465350;211.105336;5.069737;-0.183268;-0.046656;-0.899624;1;-2.642722;-0.336132;17.774435;-16.646413;-149.431779;-16.717140;0.194143;0.103980;-1.235249;6;16.563836;-0.640070;2.583875;-23.009800;-36.703203;24.904868;-0.638330;-0.056679;0.144244;1;0;
620;0;-0.267114;2.178945;13.714920;43.101394;168.962254;15.012007;-0.154655;-0.043877;-0.914399;1;-3.326962;1.299125;18.214420;-6.112286;-186.024857;-18.613503;0.193113;0.130334;-1.179857;6;14.991285;-1.284296;0.395896;-10.679543;-36.599411;13.182909;-0.638326;-0.075350;0.191665;1;0;
621;0;-6.583145;1.227828;18.475473;138.163134;98.679191;53.425126;-0.140920;-0.030480;-0.918164;1;-4.455171;1.865535;19.323508;-4.872182;-221.625237;-13.170560;0.141429;0.115785;-1.192100;6;13.773297;-0.708994;-1.600568;-1.226207;-28.243830;15.768057;-0.651888;-0.042343;0.174392;1;0;
622;0;-0.153810;-3.234194;10.511805;93.946795;57.913030;4.841587;-0.140149;-0.058022;-0.911332;1;-3.520265;2.202362;20.022810;0.811038;-259.861969;-5.653800;0.076845;0.116482;-1.205071;6;12.750930;-0.071818;-2.575066;7.436829;-20.625703;21.416419;-0.638259;-0.057505;0.159772;1;0;
623;0;-0.437783;-0.246062;10.746198;110.247199;41.659570;-29.360144;-0.139763;-0.071793;-0.907916;1;-3.848742;-0.951073;20.522657;6.685507;-295.245147;1.367559;0.037621;0.115185;-1.189894;6;12.422701;-0.020484;-4.377528;6.023423;-12.592789;21.963986;-0.624347;-0.075972;0.207263;1;0;
624;0;-1.415817;1.649490;10.564672;66.163751;26.777685;-22.359034;-0.111150;-0.069014;-0.922691;1;-3.718060;0.009378;24.036328;28.671256;-328.764885;12.027510;-0.014867;0.172951;-1.149757;6;12.077408;-0.017696;-3.904875;-3.619685;-9.413305;18.774114;-0.609746;-0.009345;0.172929;1;0;
625;0;-0.291967;1.758960;9.507216;50.261490;11.011970;-20.821218;-0.082123;-0.114605;-0.899066;1;-2.387842;-1.344891;24.232913;62.005112;-350.667197;29.286403;-0.066481;0.113513;-1.173339;6;11.617829;0.741587;-3.131675;-14.887282;-9.306439;10.469776;-0.596602;-0.074738;0.191875;1;0;
626;0;0.615237;1.698925;9.069966;39.165828;8.436570;-17.794653;-0.110764;-0.082785;-0.919275;1;-0.902930;-2.136842;23.640645;96.603372;-358.663621;36.664962;-0.106370;0.094751;-1.128459;6;10.570290;1.502714;-2.249666;-23.329472;-10.813037;2.407966;-0.610723;-0.072463;0.145222;1;0;
627;0;0.278184;1.987829;9.405610;26.114335;7.654819;-8.415328;-0.095887;-0.093402;-0.930284;1;0.803767;-0.394494;22.885428;107.506953;-363.569218;32.709622;-0.132692;0.078209;-1.112554;6;9.821362;1.218045;-1.306697;-30.153913;-10.661279;0.170284;-0.623584;-0.010376;0.188387;1;0;
628;0;0.280536;1.815987;9.518592;20.622322;5.270003;-6.352766;-0.152726;-0.112732;-0.897319;1;-2.364135;-0.562373;17.327173;123.843903;-381.038941;24.472016;-0.211063;0.090935;-1.083203;6;9.429313;1.630467;-0.114532;-33.550592;-11.404823;5.840404;-0.652096;-0.058535;0.175230;1;0;
629;0;0.154726;2.043423;8.948799;9.329287;4.422288;-1.273709;-0.110736;-0.117384;-0.884291;1;2.598874;-0.967865;15.279711;102.541511;-356.229340;28.369771;-0.276979;0.056704;-1.036768;6;9.740049;1.052245;0.667288;-32.620314;-11.905164;13.144505;-0.609396;0.005194;0.203147;1;0;
630;0;0.516566;1.357736;9.862234;1.712710;4.939264;1.516730;-0.137477;-0.119821;-0.922405;1;-0.218951;2.586618;15.676579;56.980098;-315.893234;29.627468;-0.303817;0.053338;-0.993168;6;9.687325;0.240305;0.902353;-29.979362;-13.331734;18.918872;-0.637558;-0.028425;0.220209;1;0;
631;0;0.859968;1.529812;9.869639;0.368593;5.389765;1.895932;-0.139348;-0.120163;-0.869517;1;-8.960829;-5.351713;1.672120;21.221338;-264.649860;0.727301;-0.356832;0.003861;-0.946005;6;10.103875;0.182025;1.089530;-25.126987;-13.399455;21.224768;-0.623580;-0.029047;0.235807;1;0;
632;0;0.684823;1.586654;9.695981;-1.680622;5.618379;2.580231;-0.124871;-0.099710;-0.901434;1;-17.522861;-6.968765;2.057013;-4.325383;-152.908018;-24.386814;-0.383600;-0.044394;-0.913743;6;10.050496;0.125321;1.387717;-17.292606;-12.167047;20.090060;-0.637838;-0.043791;0.205518;1;0;
633;0;0.926089;1.589142;10.325819;-0.856062;5.849876;1.477588;-0.097001;-0.103987;-0.888056;1;-11.860292;-5.401124;3.309606;-18.729094;-104.920126;-23.520875;-0.396721;-0.014900;-0.901125;6;9.748657;-0.282267;0.961136;-8.867737;-10.071659;18.521159;-0.623442;-0.012028;0.219442;1;0;
634;0;0.744760;0.955239;9.808146;3.371085;6.721265;-0.452491;-0.096244;-0.114230;-0.898716;1;-14.621717;-4.154153;6.140032;-23.306106;6.617513;-21.059472;-0.398046;0.010381;-0.831383;6;9.272842;0.357155;0.835238;-3.093235;-6.497378;14.998546;-0.637350;-0.012232;0.219372;1;0;
635;0;0.518793;1.358219;9.975940;5.700710;6.762175;-0.397196;-0.109993;-0.110327;-0.912443;1;-12.180223;-3.932409;7.323788;-8.724043;50.627078;-18.822112;-0.410362;-0.032439;-0.871146;6;8.616927;0.415233;0.463939;1.435989;-1.600475;7.378497;-0.610018;-0.062054;0.253079;1;0;
636;0;1.090058;1.587329;9.931187;7.522571;7.669949;1.605721;-0.069117;-0.125564;-0.857187;1;-9.371635;-4.165871;4.098947;6.714532;59.492438;-22.759824;-0.410067;-0.031368;-0.885495;6;9.325235;-0.109319;0.415012;5.693201;3.192139;0.891225;-0.582206;-0.042975;0.205799;1;0;
637;0;0.525722;1.015017;10.315611;8.906509;7.631056;2.889141;-0.124871;-0.099710;-0.901434;1;-8.164453;-4.790249;1.293041;-10.051157;65.508311;-42.596296;-0.461820;-0.001027;-0.886400;6;9.439426;0.121973;0.238481;7.030954;6.496554;-1.696663;-0.595693;-0.029465;0.251475;1;0;
638;0;0.916068;1.586971;9.814141;11.938164;7.589322;2.389057;-0.081337;-0.159446;-0.874742;1;-7.809474;-4.114502;1.810620;-39.671524;80.475148;-68.949630;-0.397462;-0.047685;-0.870418;6;9.314366;-0.169867;-0.184304;6.497642;8.343976;-6.012780;-0.610093;-0.042557;0.190131;1;0;
639;0;0.519658;1.703109;10.034241;15.120388;6.835929;2.367652;-0.066874;-0.121694;-0.924151;1;-8.622676;-2.589875;4.285910;-50.283201;101.881017;-87.300844;-0.345037;-0.000352;-0.888881;6;9.263613;0.064550;0.294840;4.245740;8.524155;-6.463905;-0.595626;-0.011620;0.219583;1;0;
640;0;0.735645;1.240516;9.354528;18.014166;5.241284;0.524012;-0.109607;-0.124098;-0.909027;1;-9.518506;-1.235127;5.570416;-39.681585;123.419324;-94.506263;-0.344522;-0.013528;-0.916577;6;8.741521;-0.513265;0.701812;2.363322;7.523435;-10.914183;-0.609813;-0.027190;0.204822;1;0;
641;0;0.684740;1.701538;9.696463;17.218435;4.921560;1.287801;-0.067231;-0.142521;-0.892583;1;-8.144643;-1.632360;5.202621;-27.087738;141.877624;-95.730303;-0.330810;-0.040878;-0.957895;6;8.856002;0.066731;0.586671;1.209966;7.173908;-7.088254;-0.596043;-0.044005;0.221257;1;0;
642;0;0.611607;2.100292;8.901096;13.391684;4.673258;2.644155;-0.095829;-0.162600;-0.860317;1;-7.419692;-1.409340;4.142374;-30.117130;156.097214;-97.717973;-0.318350;-0.027627;-0.930475;6;8.498334;0.182952;0.400842;0.251783;6.616055;-6.715388;-0.624068;-0.060606;0.221953;1;0;
643;0;0.685688;1.931545;9.754282;9.835151;4.348303;2.741114;-0.066860;-0.138993;-0.906659;1;-6.720553;-1.353971;4.553405;-41.911322;166.219534;-99.260297;-0.292398;-0.027477;-0.931026;6;8.842372;-0.226863;-0.193355;-0.243757;5.097061;-4.933780;-0.637421;-0.011406;0.203844;1;0;
644;0;0.790465;1.527200;9.243142;7.109689;4.736466;2.632598;-0.068374;-0.118507;-0.885339;1;-6.123009;-0.790842;5.642121;-51.908884;174.598978;-97.859600;-0.279422;-0.027402;-0.931302;6;8.834669;-0.228594;-0.612703;-0.269172;3.906779;-2.238552;-0.610160;-0.060402;0.222024;1;0;
645;0;0.397479;1.529179;9.633319;5.059160;4.937826;3.009782;-0.038618;-0.139742;-0.907357;1;-5.872843;-0.452484;6.610114;-58.068469;181.384579;-93.574381;-0.277795;0.008599;-1.005058;6;9.601298;-0.927756;-0.721178;-1.247216;2.520701;1.316886;-0.610302;-0.058749;0.190968;1;0;
646;0;0.909796;2.562271;9.533978;4.262128;5.341608;2.313287;-0.095472;-0.141772;-0.891885;1;-4.651534;-0.003581;7.258917;-61.288131;186.239098;-88.073073;-0.200461;-0.037984;-0.989352;6;9.598962;-0.870174;-0.840744;-2.216610;0.711207;1.451285;-0.595693;-0.029465;0.251475;1;0;
647;0;1.310618;2.504539;9.541531;3.744356;5.768021;2.444378;-0.096601;-0.135058;-0.867149;1;-4.000505;0.164936;8.121951;-67.352959;190.731786;-84.303678;-0.147741;0.010421;-1.022165;6;9.360406;-1.218832;-1.026350;-3.810501;-0.495646;-0.707153;-0.624068;-0.060606;0.221953;1;0;
648;0;0.461124;1.932676;9.977240;2.394874;5.702001;2.293852;-0.053854;-0.149952;-0.864780;1;-3.245788;-0.005220;8.420722;-80.429333;200.051552;-82.988512;-0.133949;0.058601;-1.054151;6;9.126252;-1.566501;-0.972328;-5.020384;-0.330632;-2.292809;-0.609951;-0.044209;0.221187;1;0;
649;0;0.854028;2.045580;9.587545;2.215538;5.781863;3.307691;-0.082109;-0.131904;-0.881574;1;-3.909069;0.785839;9.766230;-90.740761;213.133178;-80.339094;-0.069144;0.043656;-1.054526;6;9.014843;-1.099892;-0.553203;-6.124858;0.617433;-2.660081;-0.623651;-0.028221;0.220279;1;0;
650;0;0.747728;1.472936;9.980877;2.115029;5.493244;1.616578;-0.095858;-0.128001;-0.895300;1;-3.412064;0.673738;11.474994;-93.123133;225.615736;-73.867136;-0.068849;0.044728;-1.068876;6;8.656614;-1.216223;-0.799928;-7.826677;-0.091279;-2.742222;-0.623162;0.003338;0.234133;1;0;
651;0;0.680493;1.413365;9.467844;2.662703;5.350855;0.845995;-0.066860;-0.138993;-0.906659;1;-2.881110;0.898612;12.109100;-91.030844;235.385919;-65.476580;-0.056243;0.028410;-1.053798;6;8.951020;-0.926518;-0.793190;-9.188627;-0.986402;-2.427395;-0.595626;-0.011620;0.219583;1;0;
652;0;-0.120820;1.069296;9.450808;3.764842;5.077687;0.991721;-0.067603;-0.146050;-0.878507;1;-2.353566;1.010683;12.573192;-94.266468;241.519309;-59.160791;-0.004044;0.029782;-1.069251;6;8.843567;-1.214403;-0.257465;-11.005062;-2.364084;0.030765;-0.637283;0.005612;0.187479;1;0;
653;0;0.848253;2.331581;9.304486;4.343253;4.434353;1.040936;-0.066860;-0.138993;-0.906659;1;-1.707395;0.559327;13.152506;-102.414343;245.152524;-54.630777;0.022504;0.092286;-1.088167;6;8.849609;-1.445471;0.041081;-12.135822;-3.663540;-1.884385;-0.610302;-0.058749;0.190968;1;0;
654;0;0.633011;1.760227;9.979856;4.203410;5.552963;2.623566;-0.040119;-0.136556;-0.868545;1;-0.983817;1.742350;14.810558;-107.425494;247.858298;-47.333177;0.113631;0.093883;-1.104447;6;8.492791;-0.747995;-0.022462;-12.105319;-5.373772;-5.085346;-0.624139;-0.059780;0.206426;1;0;
655;0;0.400819;1.529903;9.803878;4.757537;5.579665;3.205085;-0.067231;-0.142521;-0.892583;1;-1.654483;1.969772;15.759114;-105.490187;250.641104;-33.648170;0.139218;0.137851;-1.079310;6;8.973143;-1.444505;0.342816;-10.727358;-5.288693;-6.924427;-0.610018;-0.062054;0.253079;1;0;
656;0;0.455722;1.701703;9.692009;4.390718;5.324797;3.846012;-0.096215;-0.148829;-0.863733;1;-2.110170;1.970823;15.976001;-103.352267;255.345577;-13.778078;0.153230;0.171782;-1.124642;6;8.857447;-1.501816;0.460182;-9.152551;-5.194424;-6.624968;-0.609813;-0.027190;0.204822;1;0;
657;0;0.681234;1.930580;9.526869;4.734309;5.745830;4.802547;-0.068360;-0.135807;-0.867847;1;-2.785456;2.085394;16.697903;-102.839535;261.411430;10.112773;0.204543;0.169939;-1.097045;6;9.162297;-1.442190;1.005094;-6.539796;-5.449263;-7.702853;-0.623584;-0.010376;0.188387;1;0;
658;0;0.459063;1.702427;9.862569;6.391291;6.091947;4.772735;-0.066474;-0.152764;-0.903243;1;-2.611227;1.916127;16.758028;-104.246571;267.377301;36.191176;0.269944;0.217347;-1.115784;6;8.915343;-1.967054;0.339491;-3.624324;-5.692275;-9.820943;-0.624072;-0.041935;0.174533;1;0;
659;0;0.800362;1.701696;9.755543;7.711035;6.342906;4.865016;-0.082866;-0.121661;-0.870914;1;-2.563009;1.746648;16.305977;-111.845724;269.904676;61.121761;0.321037;0.229752;-1.074842;6;9.211969;-1.211999;0.527928;-0.798628;-5.040358;-12.737498;-0.609463;-0.012651;0.235040;1;0;
660;0;0.910044;2.217622;9.532530;10.067408;6.739384;3.392653;-0.081323;-0.176745;-0.857250;1;-1.274033;1.970500;17.408915;-120.665554;270.823498;81.534928;0.360185;0.215729;-1.089015;6;8.678177;-1.966761;0.275182;3.633450;-4.854111;-14.435212;-0.624068;-0.060606;0.221953;1;0;
661;0;0.746283;1.932227;9.925954;11.537265;7.062602;2.596323;-0.054225;-0.153481;-0.850704;1;0.963310;1.571651;17.059254;-136.144891;262.673728;94.792213;0.398082;0.242307;-1.034451;6;8.626750;-1.441964;0.755562;5.989358;-3.255071;-14.451373;-0.609672;-0.028843;0.235877;1;0;
662;0;0.629298;2.276477;9.811469;12.030561;7.776223;2.207823;-0.082095;-0.149203;-0.864082;1;5.083825;0.551282;18.616862;-158.745450;249.559272;90.172506;0.476089;0.273398;-1.038112;6;8.387904;-2.139325;0.508566;9.121260;-2.625461;-12.143188;-0.638047;-0.059984;0.206355;1;0;
663;0;0.570148;1.816504;9.694719;12.373347;9.201149;1.371302;-0.082095;-0.149203;-0.864082;1;8.546347;0.716523;21.803508;-160.483430;238.080981;76.890992;0.488920;0.303042;-1.026046;6;8.144001;-2.082439;0.085063;11.302893;-2.040908;-8.761682;-0.595764;-0.028639;0.235948;1;0;
664;0;0.399291;2.104077;9.749438;13.203996;10.166007;0.648567;-0.039376;-0.129499;-0.896697;1;12.045454;1.106172;24.028680;-125.646371;229.602376;59.568484;0.514206;0.285728;-0.996894;6;7.619998;-2.312045;0.433612;13.179487;-0.656467;-5.932904;-0.637558;-0.028425;0.220209;1;0;
665;0;0.459021;1.759869;9.862810;10.882134;11.761811;-0.085510;-0.080594;-0.152389;-0.902894;1;16.337127;0.646401;22.872898;-84.020233;215.628629;38.713471;0.565820;0.345166;-0.973312;6;7.554515;-2.371469;0.072823;13.231757;-0.200340;-2.695716;-0.623859;-0.044413;0.221116;1;0;
666;0;0.865080;2.162876;10.156559;11.195591;13.965256;-1.829350;-0.067217;-0.159821;-0.875091;1;19.261385;0.131072;19.650237;-52.837887;186.868767;10.489762;0.617498;0.299505;-0.971404;6;7.556850;-2.429051;0.192389;13.406293;-0.114309;0.879072;-0.610227;-0.078247;0.253916;1;0;
667;0;0.922909;2.909815;10.217663;7.096620;17.930268;-6.230731;-0.039733;-0.150327;-0.865130;1;20.697859;0.013237;16.849594;-43.346109;145.689420;-21.141004;0.641830;0.323865;-0.887864;6;7.732123;-2.139323;0.137020;13.928010;-0.570090;6.686480;-0.609951;-0.044209;0.221187;1;0;
668;0;1.096449;1.990868;10.273995;2.802378;21.238478;-12.421204;-0.081366;-0.124847;-0.909726;1;21.012491;0.293058;15.441094;-41.257939;103.022570;-52.081451;0.616318;0.295217;-0.914005;6;8.266840;-2.255949;0.326150;14.674941;-2.098538;15.738493;-0.623859;-0.044413;0.221116;1;0;
669;0;0.722925;2.801371;11.690906;-7.113161;28.129474;-19.764341;-0.068374;-0.118507;-0.885339;1;20.521446;1.081409;14.072737;-37.674304;66.530822;-79.289307;0.628778;0.308469;-0.886585;6;8.627384;-2.662055;0.630556;12.718603;-2.942014;25.653616;-0.609880;-0.045035;0.236714;1;0;
670;0;0.977760;2.519546;13.001775;-32.714273;45.978045;-26.915182;-0.068360;-0.135807;-0.867847;1;20.168824;1.701454;13.782807;-34.772004;37.710648;-100.810319;0.680537;0.338338;-0.875345;6;9.322103;-2.550490;-0.074627;13.468516;-4.134596;34.766531;-0.623788;-0.045240;0.236644;1;0;
671;0;0.584582;1.877081;10.434050;-34.794579;62.677470;-37.036103;-0.053468;-0.163723;-0.861365;1;18.250348;3.957663;13.065135;-28.294545;14.073213;-111.611927;0.666745;0.290158;-0.843359;6;9.315615;-3.074905;-0.496200;15.922602;-4.408687;38.458141;-0.623651;-0.028221;0.220279;1;0;
